year,geoid,State,County_name,d_Metro,Economic_Type,d_Low_Education,d_low_employment,d_retirement_county,d_persistent_poverty,d_Persistent_Related_Child_Poverty
2015,51137,VA,Orange County,0,Nonspecialized,0,0,1,0,0
2015,51139,VA,Page County,0,Recreation,1,0,0,0,0
2015,51141,VA,Patrick County,0,Manufacturing,0,1,0,0,0
2015,51143,VA,Pittsylvania County,0,Nonspecialized,0,0,0,0,0
2015,51145,VA,Powhatan County,1,Federal/State Government,0,1,1,0,0
2015,51147,VA,Prince Edward County,0,Federal/State Government,0,0,1,0,1
2015,51149,VA,Prince George County,1,Federal/State Government,0,1,0,0,0
2015,51153,VA,Prince William County,1,Nonspecialized,0,0,0,0,0
2015,51155,VA,Pulaski County,1,Manufacturing,0,0,0,0,0
2015,51157,VA,Rappahannock County,1,Recreation,0,0,0,0,0
2015,51159,VA,Richmond County,0,Federal/State Government,1,1,1,0,0
2015,51161,VA,Roanoke County,1,Nonspecialized,0,0,0,0,0
2015,51163,VA,Rockbridge County,0,Nonspecialized,0,0,0,0,0
2015,51165,VA,Rockingham County,1,Nonspecialized,0,0,0,0,0
2015,51167,VA,Russell County,0,Nonspecialized,0,1,0,0,0
2015,51169,VA,Scott County,1,Farming,0,1,0,0,0
2015,51171,VA,Shenandoah County,0,Manufacturing,0,0,1,0,0
2015,51173,VA,Smyth County,0,Manufacturing,0,1,0,0,0
2015,51175,VA,Southampton County,0,Federal/State Government,1,1,0,0,1
2015,51177,VA,Spotsylvania County,1,Nonspecialized,0,0,1,0,0
2015,51179,VA,Stafford County,1,Federal/State Government,0,0,0,0,0
2015,51181,VA,Surry County,0,Nonspecialized,0,0,0,0,0
2015,51183,VA,Sussex County,1,Federal/State Government,1,1,0,0,0
2015,51185,VA,Tazewell County,0,Nonspecialized,0,1,0,0,0
2015,51187,VA,Warren County,1,Nonspecialized,0,0,0,0,0
2015,51191,VA,Washington County,1,Nonspecialized,0,0,0,0,0
2015,51193,VA,Westmoreland County,0,Recreation,0,0,0,0,0
2015,51195,VA,Wise County,0,Mining,1,1,0,0,0
2015,51197,VA,Wythe County,0,Manufacturing,0,0,0,0,0
2015,51199,VA,York County,1,Recreation,0,0,0,0,0
2015,51510,VA,Alexandria city,1,Federal/State Government,0,0,0,0,0
2015,51515,VA,Bedford City,1,Nonspecialized,0,0,0,0,0
2015,51520,VA,Bristol city,1,Nonspecialized,0,0,0,0,0
2015,51530,VA,Buena Vista city,0,Nonspecialized,0,0,0,0,0
2015,51540,VA,Charlottesville city,1,Federal/State Government,0,0,0,0,0
2015,51550,VA,Chesapeake city,1,Nonspecialized,0,0,0,0,0
2015,51570,VA,Colonial Heights city,1,Nonspecialized,0,0,0,0,0
2015,51580,VA,Covington city,0,Manufacturing,0,0,0,0,0
2015,51590,VA,Danville city,0,Nonspecialized,0,0,0,0,0
2015,51595,VA,Emporia city,0,Manufacturing,1,1,0,0,0
2015,51600,VA,Fairfax city,1,Nonspecialized,0,0,0,0,0
2015,51610,VA,Falls Church city,1,Nonspecialized,0,0,0,0,0
2015,51620,VA,Franklin city,0,Federal/State Government,1,1,0,0,1
2015,51630,VA,Fredericksburg city,1,Nonspecialized,0,0,1,0,0
2015,51640,VA,Galax city,0,Nonspecialized,0,0,0,0,0
2015,51650,VA,Hampton city,1,Federal/State Government,0,0,0,0,0
2015,51660,VA,Harrisonburg city,1,Nonspecialized,0,0,0,0,0
2015,51670,VA,Hopewell city,1,Federal/State Government,0,1,0,0,0
2015,51678,VA,Lexington city,0,Nonspecialized,0,0,0,0,0
2015,51680,VA,Lynchburg city,1,Nonspecialized,0,0,0,0,0
2015,51683,VA,Manassas city,1,Nonspecialized,0,0,0,0,0
2015,51685,VA,Manassas Park city,1,Nonspecialized,0,0,0,0,0
2015,51690,VA,Martinsville city,0,Nonspecialized,0,1,0,0,0
2015,51700,VA,Newport News city,1,Manufacturing,0,0,0,0,0
2015,51710,VA,Norfolk city,1,Federal/State Government,0,0,0,0,0
2015,51720,VA,Norton city,0,Mining,1,1,0,0,0
2015,51730,VA,Petersburg city,1,Nonspecialized,1,1,0,0,1
2015,51735,VA,Poquoson city,1,Recreation,0,0,0,0,0
2015,51740,VA,Portsmouth city,1,Federal/State Government,0,0,0,0,0
2015,51750,VA,Radford city,1,Federal/State Government,0,0,0,0,0
2015,51760,VA,Richmond city,1,Federal/State Government,0,0,0,0,0
2015,51770,VA,Roanoke city,1,Nonspecialized,0,0,0,0,0
2015,51775,VA,Salem city,1,Nonspecialized,0,0,0,0,0
2015,51790,VA,Staunton city,1,Nonspecialized,0,0,0,0,0
2015,51800,VA,Suffolk city,1,Nonspecialized,0,0,1,0,0
2015,51810,VA,Virginia Beach city,1,Nonspecialized,0,0,0,0,0
2015,51820,VA,Waynesboro city,1,Nonspecialized,0,0,0,0,0
2015,51830,VA,Williamsburg city,1,Recreation,0,0,1,0,0
2015,51840,VA,Winchester city,1,Nonspecialized,0,0,1,0,0
2015,53001,WA,Adams County,0,Farming,1,0,0,0,0
2015,53003,WA,Asotin County,1,Nonspecialized,0,0,1,0,1
2015,53005,WA,Benton County,1,Nonspecialized,0,0,0,0,0
2015,53007,WA,Chelan County,1,Recreation,0,0,0,0,0
2015,53009,WA,Clallam County,0,Nonspecialized,0,1,1,0,0
2015,53011,WA,Clark County,1,Nonspecialized,0,0,1,0,0
2015,53013,WA,Columbia County,1,Farming,0,0,1,0,0
2015,53015,WA,Cowlitz County,1,Nonspecialized,0,1,1,0,0
2015,53017,WA,Douglas County,1,Farming,1,0,0,0,0
2015,53019,WA,Ferry County,0,Federal/State Government,0,1,1,0,0
2015,53021,WA,Franklin County,1,Nonspecialized,1,0,1,0,0
2015,53023,WA,Garfield County,0,Federal/State Government,0,0,0,0,0
2015,53025,WA,Grant County,0,Farming,1,0,0,0,0
2015,53027,WA,Grays Harbor County,0,Nonspecialized,0,1,0,0,0
2015,53029,WA,Island County,0,Recreation,0,0,1,0,0
2015,53031,WA,Jefferson County,0,Recreation,0,1,1,0,0
2015,53033,WA,King County,1,Nonspecialized,0,0,0,0,0
2015,53035,WA,Kitsap County,1,Federal/State Government,0,0,0,0,0
2015,53037,WA,Kittitas County,0,Federal/State Government,0,0,0,0,0
2015,53039,WA,Klickitat County,0,Nonspecialized,0,1,0,0,0
2015,53041,WA,Lewis County,0,Nonspecialized,0,1,1,0,0
2015,53043,WA,Lincoln County,0,Farming,0,0,0,0,0
2015,53045,WA,Mason County,0,Recreation,0,1,1,0,0
2015,53047,WA,Okanogan County,0,Farming,0,1,0,0,0
2015,53049,WA,Pacific County,0,Recreation,0,1,0,0,0
2015,53051,WA,Pend Oreille County,1,Nonspecialized,0,1,1,0,0
2015,53053,WA,Pierce County,1,Nonspecialized,0,0,0,0,0
2015,53055,WA,San Juan County,0,Recreation,0,0,0,0,0
2015,53057,WA,Skagit County,1,Nonspecialized,0,0,1,0,0
2015,53059,WA,Skamania County,1,Recreation,0,0,0,0,0
2015,53061,WA,Snohomish County,1,Manufacturing,0,0,0,0,0
2015,53063,WA,Spokane County,1,Nonspecialized,0,0,0,0,0
2015,53065,WA,Stevens County,1,Nonspecialized,0,1,1,0,0
2015,53067,WA,Thurston County,1,Federal/State Government,0,0,1,0,0
2015,53069,WA,Wahkiakum County,0,Nonspecialized,0,1,1,0,0
2015,53071,WA,Walla Walla County,1,Federal/State Government,0,0,0,0,0
2015,53073,WA,Whatcom County,1,Recreation,0,0,1,0,0
2015,53075,WA,Whitman County,0,Federal/State Government,0,0,0,0,0
2015,53077,WA,Yakima County,1,Nonspecialized,1,0,0,0,0
2015,54001,WV,Barbour County,0,Mining,0,1,0,0,1
2015,54003,WV,Berkeley County,1,Federal/State Government,0,0,1,0,0
2015,54005,WV,Boone County,1,Mining,1,1,0,0,0
2015,54007,WV,Braxton County,0,Nonspecialized,0,1,0,1,1
2015,54009,WV,Brooke County,1,Manufacturing,0,0,0,0,0
2015,54011,WV,Cabell County,1,Nonspecialized,0,1,0,0,0
2015,54013,WV,Calhoun County,0,Mining,1,1,0,1,1
2015,54015,WV,Clay County,1,Mining,1,1,0,1,1
2015,54017,WV,Doddridge County,0,Mining,0,1,1,0,1
2015,54019,WV,Fayette County,1,Federal/State Government,0,1,0,0,1
2015,54021,WV,Gilmer County,0,Federal/State Government,1,1,0,1,1
2015,54023,WV,Grant County,0,Nonspecialized,0,0,0,0,0
2015,54025,WV,Greenbrier County,0,Recreation,0,1,0,0,0
2015,54027,WV,Hampshire County,1,Recreation,0,1,1,0,1
2015,54029,WV,Hancock County,1,Manufacturing,0,0,0,0,0
2015,54031,WV,Hardy County,0,Manufacturing,0,0,0,0,0
2015,54033,WV,Harrison County,0,Federal/State Government,0,0,0,0,0
2015,54035,WV,Jackson County,0,Manufacturing,0,1,0,0,0
2015,54037,WV,Jefferson County,1,Recreation,0,0,0,0,0
2015,54039,WV,Kanawha County,1,Federal/State Government,0,0,0,0,0
2015,54041,WV,Lewis County,0,Mining,0,0,0,0,0
2015,54043,WV,Lincoln County,1,Mining,1,1,0,1,1
2015,54045,WV,Logan County,0,Mining,0,1,0,0,1
2015,54047,WV,McDowell County,0,Mining,1,1,0,1,1
2015,54049,WV,Marion County,0,Mining,0,0,0,0,0
2015,54051,WV,Marshall County,1,Manufacturing,0,0,0,0,0
2015,54053,WV,Mason County,0,Nonspecialized,0,1,0,0,0
2015,54055,WV,Mercer County,0,Nonspecialized,0,1,0,0,0
2015,54057,WV,Mineral County,1,Manufacturing,0,0,0,0,0
2015,54059,WV,Mingo County,0,Mining,1,1,0,1,1
2015,54061,WV,Monongalia County,1,Federal/State Government,0,0,0,0,0
2015,54063,WV,Monroe County,0,Federal/State Government,0,1,0,0,1
2015,54065,WV,Morgan County,0,Recreation,0,1,1,0,0
2015,54067,WV,Nicholas County,0,Mining,0,1,0,0,1
2015,54069,WV,Ohio County,1,Nonspecialized,0,0,0,0,0
2015,54071,WV,Pendleton County,0,Farming,0,0,0,0,0
2015,54073,WV,Pleasants County,0,Nonspecialized,0,1,0,0,0
2015,54075,WV,Pocahontas County,0,Recreation,0,1,0,0,0
2015,54077,WV,Preston County,1,Federal/State Government,0,1,0,0,0
2015,54079,WV,Putnam County,1,Nonspecialized,0,0,0,0,0
2015,54081,WV,Raleigh County,1,Mining,0,1,0,0,0
2015,54083,WV,Randolph County,0,Nonspecialized,0,1,1,0,1
2015,54085,WV,Ritchie County,0,Manufacturing,0,1,0,0,1
2015,54087,WV,Roane County,0,Mining,1,1,0,0,0
2015,54089,WV,Summers County,0,Nonspecialized,0,1,0,0,1
2015,54091,WV,Taylor County,0,Nonspecialized,0,1,0,0,0
2015,54093,WV,Tucker County,0,Federal/State Government,0,0,0,0,1
2015,54095,WV,Tyler County,0,Manufacturing,0,1,0,0,0
2015,54097,WV,Upshur County,0,Mining,0,0,0,0,0
2015,54099,WV,Wayne County,1,Federal/State Government,0,1,0,0,1
2015,54101,WV,Webster County,0,Mining,1,1,0,1,1
2015,54103,WV,Wetzel County,0,Nonspecialized,0,1,0,0,0
2015,54105,WV,Wirt County,1,Nonspecialized,0,1,0,0,0
2015,54107,WV,Wood County,1,Nonspecialized,0,0,0,0,0
2015,54109,WV,Wyoming County,0,Mining,0,1,0,0,1
2015,55001,WI,Adams County,0,Recreation,0,1,0,0,0
2015,55003,WI,Ashland County,0,Recreation,0,0,0,0,0
2015,55005,WI,Barron County,0,Manufacturing,0,0,0,0,0
2015,55007,WI,Bayfield County,0,Recreation,0,0,0,0,0
2015,55009,WI,Brown County,1,Nonspecialized,0,0,0,0,0
2015,55011,WI,Buffalo County,0,Nonspecialized,0,0,0,0,0
2015,55013,WI,Burnett County,0,Recreation,0,0,0,0,0
2015,55015,WI,Calumet County,1,Manufacturing,0,0,0,0,0
2015,55017,WI,Chippewa County,1,Manufacturing,0,0,0,0,0
2015,55019,WI,Clark County,0,Manufacturing,0,0,0,0,0
2015,55021,WI,Columbia County,1,Manufacturing,0,0,0,0,0
2015,55023,WI,Crawford County,0,Nonspecialized,0,0,0,0,0
2015,55025,WI,Dane County,1,Federal/State Government,0,0,0,0,0
2015,55027,WI,Dodge County,0,Manufacturing,0,0,0,0,0
2015,55029,WI,Door County,0,Recreation,0,0,0,0,0
2015,55031,WI,Douglas County,1,Recreation,0,0,0,0,0
2015,55033,WI,Dunn County,0,Federal/State Government,0,0,0,0,0
2015,55035,WI,Eau Claire County,1,Nonspecialized,0,0,0,0,0
2015,55037,WI,Florence County,0,Recreation,0,0,0,0,0
2015,55039,WI,Fond du Lac County,1,Manufacturing,0,0,0,0,0
2015,55041,WI,Forest County,0,Recreation,0,0,0,0,0
2015,55043,WI,Grant County,0,Federal/State Government,0,0,0,0,0
2015,55045,WI,Green County,1,Nonspecialized,0,0,0,0,0
2015,55047,WI,Green Lake County,0,Recreation,0,0,0,0,0
2015,55049,WI,Iowa County,1,Nonspecialized,0,0,0,0,0
2015,55051,WI,Iron County,0,Manufacturing,0,0,0,0,0
2015,55053,WI,Jackson County,0,Nonspecialized,0,0,0,0,0
2015,55055,WI,Jefferson County,0,Manufacturing,0,0,0,0,0
2015,55057,WI,Juneau County,0,Manufacturing,0,0,0,0,0
2015,55059,WI,Kenosha County,1,Nonspecialized,0,0,0,0,0
2015,55061,WI,Kewaunee County,1,Manufacturing,0,0,0,0,0
2015,55063,WI,La Crosse County,1,Nonspecialized,0,0,0,0,0
2015,55065,WI,Lafayette County,0,Farming,0,0,0,0,0
2015,55067,WI,Langlade County,0,Recreation,0,0,0,0,0
2015,55069,WI,Lincoln County,0,Manufacturing,0,0,0,0,0
2015,55071,WI,Manitowoc County,0,Manufacturing,0,0,0,0,0
2015,55073,WI,Marathon County,1,Manufacturing,0,0,0,0,0
2015,55075,WI,Marinette County,0,Manufacturing,0,0,0,0,0
2015,55077,WI,Marquette County,0,Manufacturing,0,0,0,0,0
2015,55078,WI,Menominee County,0,Nonspecialized,0,1,0,0,1
2015,55079,WI,Milwaukee County,1,Nonspecialized,0,0,0,0,0
2015,55081,WI,Monroe County,0,Federal/State Government,0,0,0,0,0
2015,55083,WI,Oconto County,1,Recreation,0,0,0,0,0
2015,55085,WI,Oneida County,0,Recreation,0,0,0,0,0
2015,55087,WI,Outagamie County,1,Nonspecialized,0,0,0,0,0
2015,55089,WI,Ozaukee County,1,Manufacturing,0,0,0,0,0
2015,55091,WI,Pepin County,0,Nonspecialized,0,0,0,0,0
2015,55093,WI,Pierce County,1,Federal/State Government,0,0,0,0,0
2015,55095,WI,Polk County,0,Manufacturing,0,0,0,0,0
2015,55097,WI,Portage County,0,Nonspecialized,0,0,0,0,0
2015,55099,WI,Price County,0,Manufacturing,0,0,0,0,0
2015,55101,WI,Racine County,1,Manufacturing,0,0,0,0,0
2015,55103,WI,Richland County,0,Manufacturing,0,0,0,0,0
2015,55105,WI,Rock County,1,Nonspecialized,0,0,0,0,0
2015,55107,WI,Rusk County,0,Manufacturing,0,0,0,0,0
2015,55109,WI,St. Croix County,1,Nonspecialized,0,0,0,0,0
2015,55111,WI,Sauk County,0,Recreation,0,0,0,0,0
2015,55113,WI,Sawyer County,0,Recreation,0,0,0,0,0
2015,55115,WI,Shawano County,0,Nonspecialized,0,0,0,0,0
2015,55117,WI,Sheboygan County,1,Manufacturing,0,0,0,0,0
2015,55119,WI,Taylor County,0,Manufacturing,0,0,0,0,0
2015,55121,WI,Trempealeau County,0,Manufacturing,0,0,0,0,0
2015,55123,WI,Vernon County,0,Farming,0,0,0,0,0
2015,55125,WI,Vilas County,0,Recreation,0,0,0,0,0
2015,55127,WI,Walworth County,0,Manufacturing,0,0,0,0,0
2015,55129,WI,Washburn County,0,Recreation,0,0,0,0,0
2015,55131,WI,Washington County,1,Manufacturing,0,0,0,0,0
2015,55133,WI,Waukesha County,1,Nonspecialized,0,0,0,0,0
2015,55135,WI,Waupaca County,0,Manufacturing,0,0,1,0,0
2015,55137,WI,Waushara County,0,Recreation,0,0,0,0,0
2015,55139,WI,Winnebago County,1,Manufacturing,0,0,0,0,0
2015,55141,WI,Wood County,0,Nonspecialized,0,0,0,0,0
2015,56001,WY,Albany County,0,Federal/State Government,0,0,0,0,0
2015,56003,WY,Big Horn County,0,Mining,0,0,0,0,0
2015,56005,WY,Campbell County,0,Mining,0,0,0,0,0
2015,56007,WY,Carbon County,0,Nonspecialized,0,0,0,0,0
2015,56009,WY,Converse County,0,Mining,0,0,0,0,0
2015,56011,WY,Crook County,0,Mining,0,0,0,0,0
2015,56013,WY,Fremont County,0,Nonspecialized,0,0,0,0,0
2015,56015,WY,Goshen County,0,Nonspecialized,0,0,0,0,0
2015,56017,WY,Hot Springs County,0,Nonspecialized,0,0,0,0,0
2015,56019,WY,Johnson County,0,Recreation,0,0,1,0,0
2015,56021,WY,Laramie County,1,Federal/State Government,0,0,0,0,0
2015,56023,WY,Lincoln County,0,Mining,0,0,0,0,0
2015,56025,WY,Natrona County,1,Mining,0,0,0,0,0
2015,56027,WY,Niobrara County,0,Nonspecialized,0,0,0,0,0
2015,56029,WY,Park County,0,Recreation,0,0,0,0,0
2015,56031,WY,Platte County,0,Nonspecialized,0,0,0,0,0
2015,56033,WY,Sheridan County,0,Nonspecialized,0,0,0,0,0
2015,56035,WY,Sublette County,0,Mining,0,0,1,0,0
2015,56037,WY,Sweetwater County,0,Mining,0,0,0,0,0
2015,56039,WY,Teton County,0,Recreation,0,0,0,0,0
2015,56041,WY,Uinta County,0,Mining,0,0,0,0,0
2015,56043,WY,Washakie County,0,Nonspecialized,0,0,0,0,0
2015,56045,WY,Weston County,0,Mining,0,0,0,0,0
2003,1001,AL,Autauga County,1,Manufacturing,0,0,0,0,0
2003,1003,AL,Baldwin County,0,Recreation,0,0,1,0,0
2003,1005,AL,Barbour County,0,Manufacturing,1,1,0,1,1
2003,1007,AL,Bibb County,1,Nonspecialized,1,1,1,1,1
2003,1009,AL,Blount County,1,Nonspecialized,0,0,1,0,0
2003,1011,AL,Bullock County,0,Farming,1,1,0,1,1
2003,1013,AL,Butler County,0,Nonspecialized,0,1,0,1,1
2003,1015,AL,Calhoun County,1,Federal/State Government,0,0,0,0,0
2003,1017,AL,Chambers County,0,Manufacturing,1,0,0,0,1
2003,1019,AL,Cherokee County,0,Nonspecialized,1,0,1,0,0
2003,1021,AL,Chilton County,1,Nonspecialized,1,0,0,0,0
2003,1023,AL,Choctaw County,0,Manufacturing,1,1,0,1,1
2003,1025,AL,Clarke County,0,Manufacturing,0,1,0,1,1
2003,1027,AL,Clay County,0,Manufacturing,1,0,0,0,0
2003,1029,AL,Cleburne County,0,Manufacturing,1,0,0,0,0
2003,1031,AL,Coffee County,0,Manufacturing,0,0,0,0,0
2003,1033,AL,Colbert County,1,Federal/State Government,0,0,0,0,0
2003,1035,AL,Conecuh County,0,Nonspecialized,1,1,0,1,1
2003,1037,AL,Coosa County,0,Manufacturing,1,0,0,0,0
2003,1039,AL,Covington County,0,Nonspecialized,0,0,0,0,1
2003,1041,AL,Crenshaw County,0,Farming,1,0,0,1,1
2003,1043,AL,Cullman County,0,Nonspecialized,0,0,0,0,0
2003,1045,AL,Dale County,0,Federal/State Government,0,0,0,0,0
2003,1047,AL,Dallas County,0,Manufacturing,0,1,0,1,1
2003,1049,AL,DeKalb County,0,Manufacturing,1,0,0,0,0
2003,1051,AL,Elmore County,1,Nonspecialized,0,0,0,0,0
2003,1053,AL,Escambia County,0,Manufacturing,1,1,0,1,1
2003,1055,AL,Etowah County,1,Manufacturing,0,0,0,0,0
2003,1057,AL,Fayette County,0,Manufacturing,1,0,0,0,0
2003,1059,AL,Franklin County,0,Manufacturing,1,0,0,0,0
2003,1061,AL,Geneva County,1,Farming,1,0,0,0,1
2003,1063,AL,Greene County,1,Nonspecialized,1,1,0,1,1
2003,1065,AL,Hale County,1,Manufacturing,1,1,0,1,1
2003,1067,AL,Henry County,1,Manufacturing,1,0,0,0,1
2003,1069,AL,Houston County,1,Nonspecialized,0,0,0,0,1
2003,1071,AL,Jackson County,0,Manufacturing,1,0,0,0,0
2003,1073,AL,Jefferson County,1,Recreation,0,0,0,0,1
2003,1075,AL,Lamar County,0,Manufacturing,1,0,0,0,0
2003,1077,AL,Lauderdale County,1,Nonspecialized,0,0,0,0,0
2003,1079,AL,Lawrence County,1,Manufacturing,1,0,0,0,0
2003,1081,AL,Lee County,1,Federal/State Government,0,0,0,1,0
2003,1083,AL,Limestone County,1,Manufacturing,0,0,0,0,0
2003,1085,AL,Lowndes County,1,Manufacturing,1,1,0,1,1
2003,1087,AL,Macon County,0,Federal/State Government,0,1,0,1,1
2003,1089,AL,Madison County,1,Federal/State Government,0,0,0,0,0
2003,1091,AL,Marengo County,0,Manufacturing,0,1,0,1,1
2003,1093,AL,Marion County,0,Manufacturing,1,0,0,0,0
2003,1095,AL,Marshall County,0,Manufacturing,0,0,0,0,0
2003,1097,AL,Mobile County,1,Nonspecialized,0,0,0,0,1
2003,1099,AL,Monroe County,0,Manufacturing,1,1,0,1,1
2003,1101,AL,Montgomery County,1,Federal/State Government,0,0,0,0,1
2003,1103,AL,Morgan County,1,Manufacturing,0,0,0,0,0
2003,1105,AL,Perry County,0,Manufacturing,1,1,0,1,1
2003,1107,AL,Pickens County,0,Nonspecialized,0,1,0,1,1
2003,1109,AL,Pike County,0,Nonspecialized,1,0,0,1,1
2003,1111,AL,Randolph County,0,Manufacturing,1,0,0,0,1
2003,1113,AL,Russell County,1,Manufacturing,1,0,0,0,1
2003,1115,AL,St. Clair County,1,Nonspecialized,0,0,1,0,0
2003,1117,AL,Shelby County,1,Nonspecialized,0,0,1,0,0
2003,1119,AL,Sumter County,0,Nonspecialized,1,1,0,1,1
2003,1121,AL,Talladega County,0,Manufacturing,1,0,0,0,1
2003,1123,AL,Tallapoosa County,0,Manufacturing,0,0,0,0,0
2003,1125,AL,Tuscaloosa County,1,Nonspecialized,0,0,0,0,0
2003,1127,AL,Walker County,1,Nonspecialized,1,1,0,0,0
2003,1129,AL,Washington County,0,Manufacturing,0,1,0,0,1
2003,1131,AL,Wilcox County,0,Manufacturing,1,1,0,1,1
2003,1133,AL,Winston County,0,Manufacturing,1,0,0,0,0
2003,2013,AK,Aleutians East Borough,0,Manufacturing,0,1,0,0,0
2003,2016,AK,Aleutians West Census Area,0,Manufacturing,0,0,0,0,0
2003,2020,AK,Anchorage Municipality,1,Federal/State Government,0,0,0,0,0
2003,2050,AK,Bethel Census Area,0,Nonspecialized,0,1,0,1,1
2003,2060,AK,Bristol Bay Borough,0,Nonspecialized,0,0,0,0,0
2003,2068,AK,Denali Borough,0,Federal/State Government,0,0,0,0,0
2003,2070,AK,Dillingham Census Area,0,Nonspecialized,0,1,0,1,1
2003,2090,AK,Fairbanks North Star Borough,1,Federal/State Government,0,0,0,0,0
2003,2100,AK,Haines Borough,0,Nonspecialized,0,1,0,0,0
2003,2110,AK,Juneau City and Borough,0,Federal/State Government,0,0,0,0,0
2003,2122,AK,Kenai Peninsula Borough,0,Nonspecialized,0,0,0,0,0
2003,2130,AK,Ketchikan Gateway Borough,0,Federal/State Government,0,0,0,0,0
2003,2150,AK,Kodiak Island Borough,0,Federal/State Government,0,0,0,0,0
2003,2164,AK,Lake and Peninsula Borough,0,Manufacturing,0,1,0,0,0
2003,2170,AK,Matanuska-Susitna Borough,1,Nonspecialized,0,0,1,0,0
2003,2180,AK,Nome Census Area,0,Nonspecialized,0,1,0,0,0
2003,2185,AK,North Slope Borough,0,Mining,0,0,0,0,0
2003,2188,AK,Northwest Arctic Borough,0,Mining,0,1,0,0,0
2003,2201,AK,Prince of Wales-Outer Ketchikan Census A,0,Nonspecialized,0,0,0,0,0
2003,2220,AK,Sitka City and Borough,0,Federal/State Government,0,0,0,0,0
2003,2232,AK,Skagway-Hoonah-Angoon Census Area,0,Federal/State Government,0,1,0,0,0
2003,2240,AK,Southeast Fairbanks Census Area,0,Federal/State Government,0,1,0,0,0
2003,2261,AK,Valdez-Cordova Census Area,0,Nonspecialized,0,0,0,0,0
2003,2270,AK,Wade Hampton Census Area,0,Nonspecialized,1,1,0,1,1
2003,2280,AK,Wrangell-Petersburg Census Area,0,Nonspecialized,0,0,0,0,0
2003,2282,AK,Yakutat City and Borough,0,Manufacturing,0,0,0,0,0
2003,2290,AK,Yukon-Koyukuk Census Area,0,Federal/State Government,0,1,0,1,1
2003,4001,AZ,Apache County,0,Federal/State Government,1,1,0,1,1
2003,4003,AZ,Cochise County,0,Federal/State Government,0,0,1,0,0
2003,4005,AZ,Coconino County,1,Federal/State Government,0,0,0,0,1
2003,4007,AZ,Gila County,0,Nonspecialized,0,1,1,0,0
2003,4009,AZ,Graham County,0,Federal/State Government,0,1,1,0,1
2003,4011,AZ,Greenlee County,0,Mining,0,0,0,0,0
2003,4012,AZ,La Paz County,0,Nonspecialized,1,1,1,0,0
2003,4013,AZ,Maricopa County,1,Recreation,0,0,1,0,0
2003,4015,AZ,Mohave County,0,Recreation,0,1,1,0,0
2003,4017,AZ,Navajo County,0,Nonspecialized,0,1,1,1,1
2003,4019,AZ,Pima County,1,Recreation,0,0,1,0,0
2003,4021,AZ,Pinal County,1,Nonspecialized,1,1,1,0,1
2003,4023,AZ,Santa Cruz County,0,Federal/State Government,1,1,0,0,1
2003,4025,AZ,Yavapai County,1,Recreation,0,0,1,0,0
2003,4027,AZ,Yuma County,1,Federal/State Government,1,1,1,0,0
2003,5001,AR,Arkansas County,0,Manufacturing,0,0,0,0,1
2003,5003,AR,Ashley County,0,Manufacturing,0,0,0,0,1
2003,5005,AR,Baxter County,0,Manufacturing,0,0,1,0,0
2003,5007,AR,Benton County,1,Recreation,0,0,1,0,0
2003,5009,AR,Boone County,0,Nonspecialized,0,0,1,0,0
2003,5011,AR,Bradley County,0,Manufacturing,0,1,0,1,1
2003,5013,AR,Calhoun County,0,Manufacturing,0,0,0,0,0
2003,5015,AR,Carroll County,0,Manufacturing,0,0,1,0,1
2003,5017,AR,Chicot County,0,Farming,1,1,0,1,1
2003,5019,AR,Clark County,0,Manufacturing,0,0,0,0,1
2003,5021,AR,Clay County,0,Manufacturing,1,0,0,0,1
2003,5023,AR,Cleburne County,0,Manufacturing,0,0,1,0,0
2003,5025,AR,Cleveland County,1,Farming,0,0,0,0,0
2003,5027,AR,Columbia County,0,Manufacturing,0,0,0,1,1
2003,5029,AR,Conway County,0,Nonspecialized,0,0,0,0,0
2003,5031,AR,Craighead County,1,Nonspecialized,0,0,0,0,0
2003,5033,AR,Crawford County,1,Nonspecialized,0,0,0,0,0
2003,5035,AR,Crittenden County,1,Nonspecialized,1,0,0,1,1
2003,5037,AR,Cross County,0,Nonspecialized,0,0,0,0,1
2003,5039,AR,Dallas County,0,Manufacturing,0,0,0,0,0
2003,5041,AR,Desha County,0,Manufacturing,1,1,0,1,1
2003,5043,AR,Drew County,0,Manufacturing,0,0,0,0,0
2003,5045,AR,Faulkner County,1,Nonspecialized,0,0,1,0,0
2003,5047,AR,Franklin County,1,Farming,0,0,1,0,0
2003,5049,AR,Fulton County,0,Nonspecialized,0,0,0,0,1
2003,5051,AR,Garland County,1,Recreation,0,0,1,0,0
2003,5053,AR,Grant County,1,Manufacturing,0,0,0,0,0
2003,5055,AR,Greene County,0,Manufacturing,0,0,0,0,0
2003,5057,AR,Hempstead County,0,Manufacturing,1,0,0,0,1
2003,5059,AR,Hot Spring County,0,Manufacturing,0,0,0,0,0
2003,5061,AR,Howard County,0,Farming,0,0,0,0,0
2003,5063,AR,Independence County,0,Manufacturing,0,0,0,0,0
2003,5065,AR,Izard County,0,Federal/State Government,0,1,0,0,1
2003,5067,AR,Jackson County,0,Nonspecialized,1,0,0,0,1
2003,5069,AR,Jefferson County,1,Federal/State Government,0,0,0,1,1
2003,5071,AR,Johnson County,0,Manufacturing,0,0,0,0,0
