Year,FIPS,State,County_Name,Description
2013,12003,FL,Baker County,Large-in a metro area with at least 1 million residents or more                                     
2013,12005,FL,Bay County,Small-in a metro area with fewer than 1 million residents                                           
2013,12007,FL,Bradford County,Noncore adjacent to a large metro area                                                              
2013,12009,FL,Brevard County,Small-in a metro area with fewer than 1 million residents                                           
2013,12011,FL,Broward County,Large-in a metro area with at least 1 million residents or more                                     
2013,12013,FL,Calhoun County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,12015,FL,Charlotte County,Small-in a metro area with fewer than 1 million residents                                           
2013,12017,FL,Citrus County,Small-in a metro area with fewer than 1 million residents                                           
2013,12019,FL,Clay County,Large-in a metro area with at least 1 million residents or more                                     
2013,12021,FL,Collier County,Small-in a metro area with fewer than 1 million residents                                           
2013,12023,FL,Columbia County,Micropolitan adjacent to a large metro area                                                         
2013,12027,FL,DeSoto County,Micropolitan adjacent to a small metro area                                                         
2013,12029,FL,Dixie County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,12031,FL,Duval County,Large-in a metro area with at least 1 million residents or more                                     
2013,12033,FL,Escambia County,Small-in a metro area with fewer than 1 million residents                                           
2013,12035,FL,Flagler County,Small-in a metro area with fewer than 1 million residents                                           
2013,12037,FL,Franklin County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,12039,FL,Gadsden County,Small-in a metro area with fewer than 1 million residents                                           
2013,12041,FL,Gilchrist County,Small-in a metro area with fewer than 1 million residents                                           
2013,12043,FL,Glades County,Noncore adjacent to a large metro area                                                              
2013,12045,FL,Gulf County,Small-in a metro area with fewer than 1 million residents                                           
